11 11 290
t ci mi1 mi2 mk k it1 it2 kt n rt
1 0 2 0 3 0 4 0 8 0 1 9 1 10 2 3 6 2 7 3 5 4
1 2354987
2 36244344
4 696211
8 794209
16 4523930
32 18
64 1
128 1
256 3
512 1466357
1024 1
3 35380511
5 632214
9 568683
17 4436563
257 203545
514 10150633
1026 2728943
12 441323
68 679935
136 794209
48 226683
7 13404867
11 14967756
19 214710827
259 3048114
515 9918093
1027 2643096
13 299227
21 3829242
69 616160
261 104587
25 5082172
137 568683
265 36869
49 223833
273 518467
1538 1291897
76 413347
140 441323
15 11370409
23 255504432
71 12422191
263 1769279
519 3761137
1031 982776
27 362994186
139 14967756
267 960910
523 3817458
1035 1092816
51 7114302
275 16377292
531 63165550
1043 8749729
771 910986
1283 207437
1539 1246297
29 6114142
77 271733
141 299227
269 30483
53 180638
85 2934424
277 352767
325 102698
57 158637
153 5082172
281 273350
393 36869
305 17055
204 413347
31 542958993
79 9145011
143 11370409
271 876313
527 3019908
1039 651845
55 7356460
87 172366611
279 12686662
535 73370604
1047 8679336
327 1730009
583 3504182
1095 946270
775 541258
1287 113028
1543 407685
59 9625188
155 362994186
283 11110543
539 110354354
1051 12618255
395 960910
651 3817458
1163 1092816
779 250557
1291 60835
1547 538320
307 467863
563 1888445
1075 287203
787 5183161
1299 806573
1555 3516415
1795 110673
61 169040
93 3957867
157 6114142
285 301949
205 271733
333 28682
397 30483
117 158871
309 10427
341 314996
185 158637
313 7687
409 273350
63 12815907
95 329728445
159 542958993
287 11447163
543 160790682
1055 16480895
207 9145011
335 831357
591 2440688
1103 576256
399 876313
655 3019908
1167 651845
783 228711
1295 53707
1551 295785
119 5513089
311 334223
567 1969239
1079 256007
343 11919207
599 52400992
1111 6049045
791 3830286
1303 616778
1559 3048515
839 527618
1351 110382
1607 395518
1799 56408
187 9625188
315 309596
571 2838510
1083 354322
411 11110543
667 110354354
1179 12618255
795 2989461
1307 544035
1563 4902028
907 250557
1419 60835
1675 538320
1803 30865
819 152386
1331 24244
1587 117290
1811 372333
125 119955
189 169040
317 7738
221 3957867
349 240854
413 301949
461 28682
373 9920
441 7687
127 8319685
191 12815907
319 307089
575 3777339
1087 410565
223 329728445
351 10246480
607 105695870
1119 9975183
415 11447163
671 160790682
1183 16480895
799 3192784
1311 586765
1567 5510985
463 831357
719 2440688
1231 576256
847 213941
1359 50688
1615 273030
911 228711
1423 53707
1679 295785
1807 26520
375 320038
631 1490874
1143 196174
823 105159
1335 16867
1591 92980
855 3525381
1367 558355
1623 2352301
1815 251524
1863 55365
443 309596
699 2838510
1211 354322
827 86337
1339 15560
1595 138099
923 2989461
1435 544035
1691 4902028
1819 235479
1931 30865
1843 11916
253 119955
381 6795
445 7738
477 240854
255 8319685
383 284284
639 2588269
1151 269078
447 307089
703 3777339
1215 410565
831 86705
1343 15700
1599 139887
479 10246480
735 105695870
1247 9975183
863 2735189
1375 493262
1631 3831545
927 3192784
1439 586765
1695 5510985
1823 230187
975 213941
1487 50688
1743 273030
1871 25594
1935 26520
887 99790
1399 15986
1655 77330
1847 7629
1879 239216
955 86337
1467 15560
1723 138099
1851 7303
1947 235479
509 6795
511 284284
767 2588269
1279 269078
895 77970
1407 14183
1663 103958
959 86705
1471 15700
1727 139887
1855 6983
991 2735189
1503 493262
1759 3831545
1887 215380
1951 230187
1999 25594
1911 7364
1979 7303
1023 77970
1535 14183
1791 103958
1919 6680
1983 6983
2015 215380
2047 6680
