9 9 107
t ci mi1 mi2 it1 it2 kt n rt
1 0 2 0 3 0 6 0 1 7 1 8 2 3 4 2 5 3
1 526
2 36244344
4 830324
8 46118
16 1
32 1
64 4
128 3205936
256 5
3 7479
5 146
9 18
65 116
130 27731054
258 25029087
12 55623
20 810008
40 45949
7 4243
11 1222
67 3216
131 6019
259 5894
13 34
21 134
69 107
41 18
73 17
386 17251664
28 39075
44 55546
15 3051
23 3290
71 3650
135 3421
263 3435
43 1222
75 1189
139 946
267 1027
195 2528
323 2630
387 4479
29 16
45 34
77 33
85 95
105 17
60 38999
31 1091
47 3051
79 3018
143 2432
271 2567
87 2697
151 2630
279 2647
199 2922
327 2979
391 2646
107 1189
171 946
299 1027
203 917
331 1001
395 765
451 1963
61 16
93 15
109 33
63 1091
95 1058
159 839
287 912
111 3018
175 2432
303 2567
207 2403
335 2541
399 1993
215 2131
343 2191
407 2009
455 2280
235 917
363 1001
427 765
459 743
125 15
127 1058
191 839
319 912
223 810
351 886
415 673
239 2403
367 2541
431 1993
463 1971
471 1643
491 743
255 810
383 886
447 673
479 651
495 1971
511 651
