9 9 89
t ci mi1 it1 kt n rt pi it2
1 0 2 0 4 0 1 2 1 5 1 6 3 2 5 7 8 7
1 2018666
2 36244344
4 37319
8 3
16 3
32 3582
64 4
128 2963664
256 1
3 30915685
5 21511
17 1808670
6 1826158
34 28145
66 10350716
12 36995
160 2265
384 620526
7 1263057
19 28525671
35 24832
67 9396099
13 21397
21 18891
14 1801771
38 1137
70 584003
98 7346
162 173531
416 421
15 1255376
23 1209859
39 853
71 512073
51 23086
83 8760705
99 6823
163 145318
29 18780
46 1131
78 579198
102 354
166 7569
226 21751
418 43664
31 1202224
47 847
79 509807
55 818
87 494040
103 298
167 4427
115 6383
179 135062
227 19777
419 35145
110 351
174 7230
230 1137
422 2192
482 4069
63 812
95 491781
111 295
175 4088
119 286
183 4218
231 819
423 1134
243 17679
435 33163
483 3876
238 1137
430 2036
486 60
127 283
191 3879
239 819
431 978
247 799
439 1063
487 42
499 3786
494 60
255 799
447 907
495 42
503 42
511 42
