9 9 89
t ci mi1 it1 kt n rt pi it2
1 0 2 0 4 0 1 2 1 5 1 6 3 2 5 7 8 7
1 2528312
2 36244344
4 89785
8 1
16 4
32 4167491
64 7
128 1021161
256 1
3 36244344
5 89785
17 871911
6 4654385
34 36244344
66 30550228
12 11906
160 1021161
384 322711
7 4654385
19 12664273
35 36244344
67 30550228
13 11906
21 61745
14 654269
38 4654385
70 4139293
98 30550228
162 102765261
416 322711
15 654269
23 3607550
39 4654385
71 4139293
51 12664273
83 10775345
99 30550228
163 102765261
29 8382
46 654269
78 585911
102 4139293
166 15184169
226 96051835
418 14951410
31 593932
47 654269
79 585911
55 3607550
87 3278860
103 4139293
167 15184169
115 10775345
179 28500087
227 96051835
419 14951410
110 585911
174 1363243
230 14018747
422 1676746
482 13801392
63 593932
95 533105
111 585911
175 1363243
119 3278860
183 11384395
231 14018747
423 1676746
243 26280854
435 4023935
483 13801392
238 1238969
430 200290
486 1523337
127 533105
191 1282358
239 1238969
431 200290
247 10556989
439 1230782
487 1523337
499 3645440
494 180915
255 1166205
447 177764
495 180915
503 1126772
511 161015
