9 9 89
t ci mi1 it1 kt n rt pi it2
1 0 2 0 4 0 1 2 1 5 1 6 3 2 5 7 8 7
1 2528312
2 36244344
4 211789
8 1
16 5
32 4167491
64 7
128 1021161
256 1
3 36244344
5 211789
17 1852887
6 9743655
34 36244344
66 14039575
12 54519
160 1021161
384 322711
7 9743655
19 25636980
35 36244344
67 14039575
13 54519
21 94719
14 2470744
38 9743655
70 4668745
98 14039575
162 102765261
416 322711
15 2470744
23 3196198
39 9743655
71 4668745
51 25636980
83 10095068
99 14039575
163 102765261
29 28418
46 2470744
78 1144882
102 4668745
166 34264977
226 35433013
418 14951410
31 1063192
47 2470744
79 1144882
55 3196198
87 1401480
103 4668745
167 34264977
115 10095068
179 79123438
227 35433013
419 14951410
110 1144882
174 8395962
230 10911178
422 4038662
482 5288908
63 1063192
95 499670
111 1144882
175 8395962
119 1401480
183 8821234
231 10911178
423 4038662
243 28236906
435 11808942
483 5288908
238 3058813
430 1212695
486 1559674
127 499670
191 1881418
239 3058813
431 1212695
247 3222425
439 1703462
487 1559674
499 4283524
494 525847
255 972979
447 675824
495 525847
503 714747
511 334223
