9 9 89
t ci mi1 it1 kt n rt pi it2
1 0 2 0 4 0 1 2 1 5 1 6 3 2 5 7 8 7
1 2528312
2 36244344
4 578688
8 1
16 3
32 4167491
64 11
128 1021161
256 1
3 36244344
5 578688
17 209086
6 20746213
34 36244344
66 35470670
12 187283
160 1021161
384 75229
7 20746213
19 2267478
35 36244344
67 35470670
13 187283
21 56969
14 4990319
38 20746213
70 20358214
98 35470670
162 102765261
416 75229
15 4990319
23 795836
39 20746213
71 20358214
51 2267478
83 2223077
99 35470670
163 102765261
29 13904
46 4990319
78 4884377
102 20358214
166 69197964
226 101796392
418 2721764
31 153997
47 4990319
79 4884377
55 795836
87 780254
103 20358214
167 69197964
115 2223077
179 5134473
227 101796392
419 2721764
110 4884377
174 14908897
230 67961242
422 2115151
482 2655377
63 153997
95 151175
111 4884377
175 14908897
119 780254
183 1513992
231 67961242
423 2115151
243 5084922
435 48454
483 2655377
238 14663883
430 518730
486 2057857
127 151175
191 227931
239 14663883
431 518730
247 1494113
439 23855
487 2057857
499 47420
494 504103
255 224178
447 3806
495 504103
503 23254
511 3712
