7 7 48
t ci mi1 it1 kt n rt
1 0 2 0 4 0 1 2 1 5 1 6 3 2
1 2528312
2 36244344
4 2370862
8 2
16 3
32 9079
64 4
3 36244344
5 2370862
17 2306626
6 43601072
34 73463
66 14619154
12 2357752
7 43601072
19 33766297
35 73463
67 14619154
13 2357752
21 1964465
14 42600561
38 103907
70 17970778
98 40101
15 42600561
23 38866316
39 103907
71 17970778
51 67943
83 13646856
99 40101
29 1952398
46 101739
78 17534307
102 57215
31 37878680
47 101739
79 17534307
55 93008
87 16123966
103 57215
115 37269
110 55903
63 90878
95 15689752
111 55903
119 51595
127 50319
