9 9 89
t ci mi1 it1 kt n rt pi it2
1 0 2 0 4 0 1 2 1 5 1 6 3 2 5 7 8 7
1 2018666
2 36244344
4 55218
8 1
16 3
32 581
64 3
128 2963664
256 1
3 30915685
5 51034
17 1808670
6 3391436
34 5501
66 8502050
12 54110
160 414
384 142345
7 3223795
19 28525671
35 5173
67 7334058
13 50001
21 45179
14 3374042
38 569
70 626858
98 972
162 27137
416 21
15 3206828
23 3043850
39 550
71 589352
51 4882
83 6678572
99 870
163 25976
29 44234
46 560
78 622483
102 53
166 1030
226 3900
418 426
31 3027702
47 541
79 585074
55 510
87 558083
103 52
167 996
115 830
179 25201
227 3476
419 388
110 51
174 1020
230 172
422 25
482 166
63 502
95 553950
111 50
175 986
119 50
183 851
231 172
423 23
243 3323
435 375
483 160
238 162
430 25
486 11
127 48
191 841
239 162
431 23
247 152
439 21
487 11
499 151
494 11
255 142
447 21
495 11
503 9
511 9
