10 11 222
t mc ci mi1 cn ct kt n rt it
1 0 2 0 3 0 6 0 2 1 4 1 5 1 2 3 2 7 2 8 9 3
1 555675
2 2609129
4 36244344
8 41636
16 17295
32 4
64 3
128 4167491
256 4
512 1
3 759422
5 7799610
9 11704
65 339591
6 80274241
18 409623
34 2609129
12 2537441
132 36244344
260 7329501
520 2090
7 18913520
11 101153
19 143400
35 759422
67 324437
13 495372
69 4169750
133 7799610
261 1360960
73 4050
521 1097
14 42740677
22 13808090
38 80274241
134 80274241
262 14090625
50 409623
140 2537441
268 347445
524 34616
388 7329501
15 6730563
23 3771970
39 18913520
71 5721005
135 18913520
263 3082000
27 27127
43 101153
75 14380
523 1096
51 143400
83 70272
99 324437
77 114598
141 495372
269 63810
525 17171
197 4169750
325 842564
389 1360960
585 2
30 9176691
46 42740677
142 42740677
270 3855317
526 56084
54 13808090
150 13808090
278 2409597
166 80274241
294 14090625
390 14090625
396 347445
652 34616
780 4115
31 1906276
47 6730563
79 445550
143 6730563
271 694765
527 22350
55 3771970
87 1183384
151 3771970
279 583373
103 5721005
167 18913520
295 3082000
199 5721005
327 1282752
391 3082000
59 27127
91 4071
539 68
107 14380
555 1096
587 75
115 70272
205 114598
333 22211
589 32
397 63810
653 17171
781 1432
453 842564
62 9176691
158 9176691
286 805009
542 4912
174 42740677
302 3855317
558 56084
398 3855317
654 56084
782 7635
182 13808090
310 2409597
406 2409597
422 14090625
908 4115
63 1906276
95 142235
159 1906276
287 192803
543 1193
111 445550
175 6730563
303 694765
559 22350
207 445550
335 76242
591 525
399 694765
655 22350
783 2108
119 1183384
183 3771970
311 583373
215 1183384
343 253226
407 583373
231 5721005
359 1282752
423 3082000
455 1282752
123 4071
571 68
603 14
619 75
461 22211
717 32
845 4
909 1432
190 9176691
318 805009
574 4912
414 805009
670 4912
798 722
430 3855317
686 56084
814 7635
910 7635
438 2409597
127 142235
191 1906276
319 192803
575 1193
223 142235
351 21448
607 98
415 192803
671 1193
799 114
239 445550
367 76242
623 525
431 694765
687 22350
815 2108
463 76242
719 525
847 75
911 2108
247 1183384
375 253226
439 583373
471 253226
487 1282752
635 14
973 4
446 805009
702 4912
830 722
926 722
942 7635
255 142235
383 21448
639 98
447 192803
703 1193
831 114
479 21448
735 98
863 14
927 114
495 76242
751 525
879 75
943 2108
975 75
503 253226
958 722
511 21448
767 98
895 14
959 114
991 14
1007 75
1023 14
