9 9 89
t ci mi1 it1 kt n rt pi it2
1 0 2 0 4 0 1 2 1 5 1 6 3 2 5 7 8 7
1 2528312
2 36244344
4 21281
8 1
16 5
32 4167491
64 10
128 11358
256 1
3 36244344
5 21281
17 894196
6 1192259
34 36244344
66 21870113
12 8209
160 11358
384 8280
7 1192259
19 13935062
35 36244344
67 21870113
13 8209
21 13867
14 399560
38 1192259
70 797420
98 21870113
162 552963
416 8280
15 399560
23 1047371
39 1192259
71 797420
51 13935062
83 7933121
99 21870113
163 552963
29 3695
46 399560
78 270148
102 797420
166 6443
226 221538
418 312680
31 325798
47 399560
79 270148
55 1047371
87 704435
103 797420
167 6443
115 7933121
179 415192
227 221538
419 312680
110 270148
174 1634
230 2460
422 1253
482 108648
63 325798
95 226189
111 270148
175 1634
119 704435
183 6178
231 2460
423 1253
243 158489
435 293521
483 108648
238 627
430 104
486 370
127 226189
191 1561
239 627
431 104
247 2353
439 1228
487 370
499 101844
494 37
255 610
447 101
495 37
503 354
511 37
